Text	Label
Which comparisons demonstrate the applicability of StereoGene in regulatory genomics?	[0 0 1 0]
List symptoms of the Zieve's syndrome.	[0 0 1 0]
Which cancers compose Carney's triad?	[0 0 1 0]
List 3 symptoms of Wernicke encephalopathy.	[0 0 1 0]
Which molecules are inhibited by anticancer drug Dovitinib?	[0 0 1 0]
List two human monoclonal antibodies against Clostridium difficile toxins.	[0 0 1 0]
List ribosomal biogenesis proteins.	[0 0 1 0]
List BET proteins.	[0 0 1 0]
What illness is transmitted by the Lone Star Tick, Amblyomma americanum?	[0 0 1 0]
List the continent of origin for the brown marmorated stinkbug(Halyomorpha halys)	[0 0 1 0]
Please list 6 symptoms of Scarlet fever.	[0 0 1 0]
What is included in the Mentzer index?	[0 0 1 0]
List drugs that are included in the Vosevi polypill.	[0 0 1 0]
Which algorithms are used for compression of SAM files?	[0 0 1 0]
List 4 drugs used to treat opioid addiction or overdose	[0 0 1 0]
List major risk factors for Alzheimer's disease. 	[0 0 1 0]
What do the trispecific HIV antibodies target?	[0 0 1 0]
Which cellular functions are affected by lncRNA H19 in the heart?	[0 0 1 0]
Name 4 circular RNA molecules associated with carcinogenesis.	[0 0 1 0]
Please list 3 diseases treated with Valtrex(valacyclovir)	[0 0 1 0]
Which genes are responsible for the high-altitude adaptation of Tibetans?	[0 0 1 0]
With which personality traits has the human monoamine oxidase A (MAOA) gene been associated?	[0 0 1 0]
What are 7 symptoms of yellow fever?	[0 0 1 0]
What in vivo tau tracers are being used?	[0 0 1 0]
List diseases caused by protein glutamine expanded repeats	[0 0 1 0]
List proteins with HEAT repeats	[0 0 1 0]
What are the 3 antidotes for anticoagulant (anti-blood clotting) drugs, including factor Xa inhibitors, as of November 2017.	[0 0 1 0]
Which genes are associated with Epidermolysis Bullosa Simplex?	[0 0 1 0]
What are the 3 types of ultraviolet (UV) solar radiation?	[0 0 1 0]
Please list 10 conditions which play a role in causing atrial fibrillation.	[0 0 1 0]
Please list 7 classes of drugs that interact with Warfarin.	[0 0 1 0]
In what states are GDF15 expression increased?	[0 0 1 0]
List four features of the WHIM syndrome.	[0 0 1 0]
Which bacteria are enriched in the gut microbiome of infants following exposure to fury pets?	[0 0 1 0]
List the main PPI databases.	[0 0 1 0]
List intramembrane rhomboid peptidases	[0 0 1 0]
Which organs are mostly affected in Systemic Lupus Erythematosus (SLE)?	[0 0 1 0]
List 3 diseases for which saRNAs have been evaluated as a potential treatment.	[0 0 1 0]
Which metabolic pathways have been associated with Systemic Lupus Erythematosus?	[0 0 1 0]
What are the 3 main bacteria found in human milk?	[0 0 1 0]
In which tissues is the lincRNA Xist expressed?	[0 0 1 0]
What forms part of the senescence associated secretory phenotype, or SASP?	[0 0 1 0]
List two medication included in the Juluca pill.	[0 0 1 0]
Which de novo truncating mutations in WASF1 cause intellectual disability?	[0 0 1 0]
Which proteins form the nuclear pore basket in human cells?	[0 0 1 0]
What are the effects of STEF depletion?	[0 0 1 0]
Please list symptoms of measles.	[0 0 1 0]
Which databases can exchange data using Matchmaker Exchange's API?	[0 0 1 0]
What membrane proteins constitute TAM family of receptor tyrosine kinases (RTKs)?	[0 0 1 0]
What are the effects of the deletion of all three Pcdh clusters (tricluster deletion) in mice?	[0 0 1 0]
What micro-RNAs are useful in the diagnosis and prognosis of Heart Failure?	[0 0 1 0]
List proteins interacting with Star-PAP	[0 0 1 0]
Name 3 diseases for which lucatumumab is being tested?	[0 0 1 0]
Name 4 side effects of enasidenib	[0 0 1 0]
List MHC-I-associated inflammatory disorders.	[0 0 1 0]
Which two drugs are included in the MAVYRET pill?	[0 0 1 0]
Which two drugs are included in the Entresto pill?	[0 0 1 0]
For which indications has midostaurin received FDA and EMA approval?	[0 0 1 0]
Which drugs are included in the Orkambi pill?	[0 0 1 0]
List available R packages for processing NanoString data	[0 0 1 0]
List phagosomal markers.	[0 0 1 0]
List bacterial families for which delafloxacin has been shown to be effective.	[0 0 1 0]
What type of data does the UK biobank resource contain?	[0 0 1 0]
Which two surgical methods were compared in the RAZOR trial?	[0 0 1 0]
List potential reasons regarding why potentially important genes are ignored	[0 0 1 0]
List STING agonists.	[0 0 1 0]
List drugs that were tested in the CheckMate 214 trial.	[0 0 1 0]
List two indications of Letermovir?	[0 0 1 0]
What are the roles of LEM-3?	[0 0 1 0]
List uniparental disomy (UPD) detection algorithms	[0 0 1 0]
List major features of TEMPI Syndrome.	[0 0 1 0]
List the releases of tmVar	[0 0 1 0]
What 2 biological processes are regulated by STAMP2 in adipocytes?	[0 0 1 0]
Which methods have been developed for extracting sequence variants from the literature?	[0 0 1 0]
Which molecules are targeted by defactinib?	[0 0 1 0]
Please list the 4 genes involved in Sanfilippo syndrome, also known as mucopolysaccharidosis III (MPS-III).	[0 0 1 0]
List clinical disorders or diseases where uc.189 is involved?	[0 0 1 0]
What is the triad of Melkersson-Rosenthal syndrome?	[0 0 1 0]
Name the algorithms for counting multi-mapping reads	[0 0 1 0]
Which integrin genes are activated by the immune system in inflammatory bowel disease?	[0 0 1 0]
Which drugs are included in the Lonsurf pill?	[0 0 1 0]
Which enzymes are inhibited by Duvelisib?	[0 0 1 0]
List search engines used in proteomics.	[0 0 1 0]
De novo mutations in which novel genes are involved in systemic lupus erythematosus?	[0 0 1 0]
List drugs included in the TRIUMEQ pill.	[0 0 1 0]
List the four advances integrated into the SHERLOCKv2 platform.	[0 0 1 0]
List clinical symptoms of the MECOM-associated syndrome	[0 0 1 0]
List features of the Triple A syndrome.	[0 0 1 0]
List sirtuin inhibitors.	[0 0 1 0]
Which features are evaluated with the CRAFFT screening test?	[0 0 1 0]
List lymphocytes that are analyzed by a flow cytometer.	[0 0 1 0]
List two drugs that are included in the Akynzeo pill?	[0 0 1 0]
List some substances important for proper nervous system function that gut microbes produce.	[0 0 1 0]
List 3 enterotoxins produced by Clostridium difficile.	[0 0 1 0]
List adipokines.	[0 0 1 0]
List features of the DOOR syndrome.	[0 0 1 0]
Which web-based pedigree editors are available?	[0 0 1 0]
Which curated databases exist for spider-venom toxins?	[0 0 1 0]
Please list 2 antitoxin antibodies approved by the FDA for reducing the recurrence of Clostridium difficile infection	[0 0 1 0]
List the functions of the protein lactotransferrin.	[0 0 1 0]
Name siRNA drugs that have entered phase 2-3 clinical trials (by 2019).	[0 0 1 0]
Mention computational tools that have been developed for alternative polyadenylation (APA) sites analysis	[0 0 1 0]
Which curated data resources for ChIP-seq data are available?	[0 0 1 0]
Which diseases are treated with netarsudil?	[0 0 1 0]
Which malignancies is Keytruda approved for before 2017?	[0 0 1 0]
Which tools have been developed for computing split-networks?	[0 0 1 0]
List 3 apoE mimetics.	[0 0 1 0]
Which cells secrete lactotransferrin?	[0 0 1 0]
List targets of classical analgesics.	[0 0 1 0]
List off label uses for Rituximab.	[0 0 1 0]
Name the uses of Sideritis scardica in traditional medicine.	[0 0 1 0]
What are 2 organisms that can cause Human toxocariasis?	[0 0 1 0]
List places in the body where somatostatin is produced.	[0 0 1 0]
What are the 3 types of immunoglobulin heavy chain containing antibodies found in human breast milk?	[0 0 1 0]
What are 5 key questions in human performance modeling?	[0 0 1 0]
List the ERM proteins.	[0 0 1 0]
Name three binding partners of cofilin 2.	[0 0 1 0]
List proteins with RING domain.	[0 0 1 0]
List 3 indications for rituximab.	[0 0 1 0]
What is the Triad of Alport Syndrome?	[0 0 1 0]
List features of the Currarino triad.	[0 0 1 0]
Which T-UCRs have been implicated in lung cancer?	[0 0 1 0]
List symptoms of the One-and-a-half syndrome.	[0 0 1 0]
List the cancers that are associated with SBLA syndrome.	[0 0 1 0]
Which factors are included in the the APPEND score?	[0 0 1 0]
Which X chromosome abnormalities present lupus-like symptoms?	[0 0 1 0]
Which lncRNAS are regulated by SAM68?	[0 0 1 0]
List the components of the COMPASS complex	[0 0 1 0]
List psychiatric diseases that are associated with Synaptosome Associated Protein 25 (snap25).	[0 0 1 0]
List the vaccine strains contained in Fluvirin.	[0 0 1 0]
List the attenuated live viruses contained in the Fluzone intradermal quadrivalent vaccine.	[0 0 1 0]
Which kinases are inhibited by Pyrotinib?	[0 0 1 0]
List targeted genome editing methodologies	[0 0 1 0]
Which drugs are included in the drug LONSURF?	[0 0 1 0]
Which micro-RNAs (miR) are associated with the human cycloxygenase-2 (COX-2) gene promoter?	[0 0 1 0]
List characteristic features of the Revesz syndrome.	[0 0 1 0]
What are the effects of CAMK4 inhibition?	[0 0 1 0]
List cohesinopathies	[0 0 1 0]
As of 2019, what type of cancer is commonly associated with ionizing radiation	[0 0 1 0]
Before 2019, what neurologic diseases are associated with the tau protein?	[0 0 1 0]
List radioprotection agents.	[0 0 1 0]
PH motifs in which genes endow breast cancer growth?	[0 0 1 0]
List the stages/types of Multiple Sclerosis.	[0 0 1 0]
List Mcl-1 inhibitors.	[0 0 1 0]
Name two rotavirus vaccines.	[0 0 1 0]
What is the drug chloroquine or hydroxychloroquine used for?	[0 0 1 0]
Which tissues express the ACE2 protein?	[0 0 1 0]
Name two inhalable insulin products.	[0 0 1 0]
What are 3 symptoms of Waardenburg Syndrome?	[0 0 1 0]
List types of cancer where Long intergenic nonprotein coding RNA p53-induced transcript (LINC-PINT) is involved	[0 0 1 0]
Please list 2 human diseases caused by a coronavirus.	[0 0 1 0]
List symptoms of the Hakim Triad?	[0 0 1 0]
What are manifestations of the Saint's Triad?	[0 0 1 0]
List Cdk targets that are dephosphorylated during cytokinesis	[0 0 1 0]
Which drugs used in the treatment of Systemic Lupus Erythematosus are targeting granulocytes?	[0 0 1 0]
List the members of a network of noncoding regulatory RNAs that play a role in the mammalian brain	[0 0 1 0]
List approved radioprotective compounds	[0 0 1 0]
List the most common cancers after a radiation exposure?	[0 0 1 0]
Which are the main G1/S transcription factors in yeast?	[0 0 1 0]
List features of the SAM syndrome.	[0 0 1 0]
Which drugs were tested in the CheckMate 227 clinical trial?	[0 0 1 0]
List side effects of radiation therapy?	[0 0 1 0]
What are the most common side effects of amantadine ER?	[0 0 1 0]
Which symptoms comprise Abdominal aortic aneurysm rupture Triad?	[0 0 1 0]
List symptoms of Allgrove syndrome.	[0 0 1 0]
What is included in the LACE Index?	[0 0 1 0]
Which drugs are included in GI cocktail?	[0 0 1 0]
Which algorithms have been developed for analysing CRISPR/Cas9 knockout screens data?	[0 0 1 0]
List five proteins with antioxidant properties?	[0 0 1 0]
Which methods are used for genome segmentation of gene expression data?	[0 0 1 0]
List Alkaptonuria Triad.	[0 0 1 0]
List T-UCRs that have been implicated in breast cancer	[0 0 1 0]
Which T-UCRs have been implicated in gastric cancer?	[0 0 1 0]
List types of DNA lesions caused by UV light.	[0 0 1 0]
Which software are used for the detection of selective sweeps?	[0 0 1 0]
Which organs are primarily damaged in SLE?	[0 0 1 0]
What are the advantages of liquid biopsy in NSCLC?	[0 0 1 0]
Which disorders are caused by de novo mutations in ZSWIM6?	[0 0 1 0]
Which drugs are included in PolyIran?	[0 0 1 0]
Which characteristics are used in the SLEDAI index for SLE patients?	[0 0 1 0]
Which medication are included in the Polycap polypill?	[0 0 1 0]
Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?	[0 0 1 0]
List diseases that are caused by the Meningococcus B?	[0 0 1 0]
List types of cancer where TBC1 domain family member 16 (TBC1D16) is involved	[0 0 1 0]
List SLC25A46-related pathologies	[0 0 1 0]
Which are the databases for intrinsic protein disorders?	[0 0 1 0]
List the 5 different human immunoglobulin heavy chains.	[0 0 1 0]
List 3 NK3R antagonists.	[0 0 1 0]
List the clinical characteristics of the Smith-Kingsmore syndrome (SKS)	[0 0 1 0]
Which type of variants can be called by the VarDict algorithm?	[0 0 1 0]
List 3 PD-L1 inhibitors on the market as of 2018.	[0 0 1 0]
Please list 3 drugs that have EGFR as their primary target.	[0 0 1 0]
Which molecules are inhibited by Gilteritinib?	[0 0 1 0]
List 3 human diseases caused by  viruses in the family Paramyxoviridae.	[0 0 1 0]
List the proteins defining the triple negative breast cancer.	[0 0 1 0]
Variants in which genes cause nonsyndromic retinal degeneration?	[0 0 1 0]
List the types of defensins expressed in humans.	[0 0 1 0]
Which are the predominant rotavirus genotypes around the world?	[0 0 1 0]
Which TREX mRNA export complex subunits have been implicated in neurodevelopmental disorders?	[0 0 1 0]
Which conditions are manifested by TRIM8 mutations?	[0 0 1 0]
List blood marker for Non-Hodgkin lymphoma.	[0 0 1 0]
List the deadliest viruses in the world.	[0 0 1 0]
What monoclonal antibody drugs are used to treat late stage melanoma?	[0 0 1 0]
What does CMB305 contain?	[0 0 1 0]
Missense mutations in which genes cause X-linked developmental and epileptic encephalopathy?	[0 0 1 0]
List human antibody isotypes.	[0 0 1 0]
What is caused by SCUBE2 loss-of-function?	[0 0 1 0]
List enzymes that removes histone modifications.	[0 0 1 0]
List the essential aminoacids.	[0 0 1 0]
List the blood group antigens, associated with blood type	[0 0 1 0]
List the core SNARE complex proteins.	[0 0 1 0]
List as many European influenza vaccines as possible.	[0 0 1 0]
List types of mutations.	[0 0 1 0]
List the major families of Histones.	[0 0 1 0]
The NoSAS Score can be used for screening of which disorders?	[0 0 1 0]
Which computational methods are used for the definition of synteny?	[0 0 1 0]
Which interleukin receptors are targeted with rilonacept?	[0 0 1 0]
Which cancers can be treated with Selpercatinib?	[0 0 1 0]
List 3 conventional synthetic DMARDs.	[0 0 1 0]
What are the features of the AESOP syndrome?	[0 0 1 0]
Which drugs are included in the VIFUP regimen for breast cancer?	[0 0 1 0]
Which drugs are included in the EE-4A regimen for Wilm's tumor?	[0 0 1 0]
Which drugs are included in the IROX regimen for colorectal cancer?	[0 0 1 0]
What are the targets of pemigatinib?	[0 0 1 0]
Which tools have been developed for identifying and visualising ncRNA promoters?	[0 0 1 0]
Please list the syndromes that are part of Castleman's disease AKA TAFRO	[0 0 1 0]
List the core lung matrisome proteins.	[0 0 1 0]
What 3 disorders are commonly associated with Kaufman-McKusick syndrome?	[0 0 1 0]
What is the active ingredient in the most common hand sanitizer?	[0 0 1 0]
What doses of fingolimod were administered during the FREEDOMS trial?	[0 0 1 0]
List the main proteins found in human saliva.	[0 0 1 0]
List example genes that SWIM tool has identified and which are down-regulated in glioblastoma	[0 0 1 0]
Which R packages have been developed for studying TADs?	[0 0 1 0]
What genes is implicated in myotonic goats and other  nondystrophic myotonias?	[0 0 1 0]
Which IDH inhibitors by Agios Pharmaceuticals have been approved by the FDA?	[0 0 1 0]
List pore forming toxins.	[0 0 1 0]
What symptoms are included in the narcolepsy pentad?	[0 0 1 0]
Which diseases are associated with the Yaa gene?	[0 0 1 0]
What tissues have been studied by circadian proteomics?	[0 0 1 0]
Name the three phase 3, randomized, double-blind, placebo-controlled that assessed galcanezumab?	[0 0 1 0]
Which drugs were investigated in the ALPHEUS trial?	[0 0 1 0]
List orally bioavailable MPS1 kinase inhibitors	[0 0 1 0]
Which cancer types are associated with mutations in the TWIST1 gene?	[0 0 1 0]
List features of the Thrombotic Thrombocytopenic Purpura pentad.	[0 0 1 0]
List 3 therapeutic uses for botulism toxin.	[0 0 1 0]
What are the 4 types of holoprosencephaly?	[0 0 1 0]
List 4 targeted synthetic DMARDs that are JAK inhibitors.	[0 0 1 0]
Which microRNAs are involved in targeting CYLD in triple negative breast cancer?	[0 0 1 0]
Which drugs were tested in the candor trial?	[0 0 1 0]
Which are the parts of a flaggelum?	[0 0 1 0]
List mediators that are released from mast cells?	[0 0 1 0]
Which are the main functions of the annexin family?	[0 0 1 0]
Please list the 2 vaccines for herpes zoster(shingles)	[0 0 1 0]
List updates for JASPAR 2020	[0 0 1 0]
What eye disease(s) are associated with ocular toxoplasmosis?	[0 0 1 0]
Which eukaryote genomes contain operons?	[0 0 1 0]
Which two antibodies directed towards the CGRP ligand, were approved by the FDA in September 2018.	[0 0 1 0]
List proteins that promotes calcification.	[0 0 1 0]
Please list 3 small molecule CGRP-Receptor antagonists for migraine	[0 0 1 0]
What are the two types of duplicated genes in the yeast S. cerevisiae?	[0 0 1 0]
List critical regions for 7p22.1 microduplication syndrome	[0 0 1 0]
Which molecules are targeted by Trastuzumab Deruxtecan?	[0 0 1 0]
Which treatments were compared in the UNBLOCS trial?	[0 0 1 0]
Which are the ligands of the Roundabout (Robo) receptors?	[0 0 1 0]
Which are the main advantages of kallisto against similar methodologies?	[0 0 1 0]
Which proteins does RG-7992 target?	[0 0 1 0]
Which drugs are included in the VAC regiment for Ewing's sarcoma?	[0 0 1 0]
Which lncRNAs are induced by heatshock?	[0 0 1 0]
Which genes are the main markers of primitive Endoderm (prEN) formation?	[0 0 1 0]
List the major royal jelly proteins in Apis mellifera.	[0 0 1 0]
List proteins that are contained in atherosclerotic plaques?	[0 0 1 0]
List characteristics of Developmental and Epileptic Encephalopathies (DEEs).	[0 0 1 0]
Which methods exist for efficient calculation of Elementary flux modes (EFMs) in genome-scale metabolic networks (GSMNs)?	[0 0 1 0]
Where is the klotho protein primarily expressed in the body	[0 0 1 0]
What are the five traits associated with metabolic syndrome?	[0 0 1 0]
Which drugs are included in the MAID chemotherapy regimen for sarcoma?	[0 0 1 0]
Who received the Nobel prize for development of CRISPR?	[0 0 1 0]
List versions of ExpansionHunter	[0 0 1 0]
Which biological drugs are EMA approved for pediatric psoriasis?	[0 0 1 0]
Which are the lactate isomers?	[0 0 1 0]
Which recombinant antibody therapeutics were granted marketing approval in 2014?	[0 0 1 0]
What is caused by BACH2-related immunodeficiency?	[0 0 1 0]
Which two genes are predominantly considered by warfarin initial dosing algorithms?	[0 0 1 0]
Which drugs are included in the CNIC polypill?	[0 0 1 0]
Which factors contribute to the risk of very-early-onset inflammatory bowel disease?	[0 0 1 0]
What are the years of the initiation and completion of the Human Genome project?	[0 0 1 0]
Which methods infer 3D genome structure without proximity ligation?	[0 0 1 0]
What conditions are diagnosed using the scratch collapse test?	[0 0 1 0]
List R packages for lipidomics	[0 0 1 0]
Which disease can be treated with Relugolix.	[0 0 1 0]
What 3 organs are the sphincter of Oddi associated with?	[0 0 1 0]
Is Hirschsprung disease a mendelian or a multifactorial disorder?	[0 0 0 1]
What is the aim of the Human Chromosome-centric Proteome Project (C-HPP)?	[0 0 0 1]
What is the effect of ivabradine in heart failure after myocardial infarction?	[0 0 0 1]
What is the effect of TRH on myocardial contractility?	[0 0 0 1]
What are the outcomes of Renal sympathetic denervation?	[0 0 0 1]
What is evaluated using the EORTC QLQ – INFO25 questionnaire?	[0 0 0 1]
What is the association of estrogen replacement therapy and intracranial meningioma risk?	[0 0 0 1]
What is known about the effect of acupuncture in smoking cessation ?	[0 0 0 1]
What is clathrin?	[0 0 0 1]
What are the main results of PRKAR1A Knockdown?	[0 0 0 1]
What is the role of extracellular signal-related kinases 1 and 2 (ERK1/2) proteins in craniosynostosis?	[0 0 0 1]
What is the association between personality trait of neuroticism and risk for Alzheimer's disease?	[0 0 0 1]
What is the mode of action of everolimus?	[0 0 0 1]
Which pathological condition of the heart is known as hypertrophic cardiomyopathy (HCM)?	[0 0 0 1]
What is the function of the viral KP4 protein?	[0 0 0 1]
What is the principle of the PAR-CLIP methodology?	[0 0 0 1]
How is spastic diplegia diagnosed?	[0 0 0 1]
Is there a genetic component for happiness?	[0 0 0 1]
What kind of affinity purification would you use in order to isolate soluble lysosomal proteins?	[0 0 0 1]
What is the effect of Chk2 splice variants on wild-type Chk2 kinase activity?	[0 0 0 1]
What is Tarlov Cyst?	[0 0 0 1]
"What is the extracellular core ""matrisome""?"	[0 0 0 1]
What is Genomicus?	[0 0 0 1]
What is the COUGER tool?	[0 0 0 1]
What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?	[0 0 0 1]
What is the relationship between TailorX and Oncotype?	[0 0 0 1]
"Which is the main function of ""RNA sponges""?"	[0 0 0 1]
How do histone methyltransferases cause histone modification?	[0 0 0 1]
What is the function of 6SRNA in bacteria?	[0 0 0 1]
What is a Caveolae?	[0 0 0 1]
How could we infer functional associations from gene fusion events?	[0 0 0 1]
What is the Genomic Regions Enrichment of Annotations Tool (GREAT)?	[0 0 0 1]
What is the role of RhoA in bladder cancer?	[0 0 0 1]
What is the prognostic role of thyroid hormone in patients with heart failure?	[0 0 0 1]
For what is Protein A from Staphylococcus aureus used in biochemistry?	[0 0 0 1]
What is the suggested therapy for Mycobacterium avium infection?	[0 0 0 1]
What is the treatment of acute pericarditis?	[0 0 0 1]
What is the clinical value of MammaPrint?	[0 0 0 1]
What systems have been developed for the numbering of antibody residues?	[0 0 0 1]
What is enCHIP?	[0 0 0 1]
What are the functions of sorting nexin 27?	[0 0 0 1]
What clinical use aptamers may have?	[0 0 0 1]
What is the mechanism of action of Nalmefene?	[0 0 0 1]
What is the role of invadopodia in EMT?	[0 0 0 1]
What are cancer driver genes?	[0 0 0 1]
What is a mitochondrial nucleoid?	[0 0 0 1]
What is the treatment of amiodarone-induced thyrotoxicosis?	[0 0 0 1]
How does exercise affect thyroid hormone receptors expression in the heart?	[0 0 0 1]
What is the effect of ivabradine in heart failure with preserved ejection fraction?	[0 0 0 1]
What is the mode of action of bedaquiline?	[0 0 0 1]
Does helicobacter pylori infection increase risk for ischemic stroke?	[0 0 0 1]
Describe the mechanism of action of the LINX system for treatment of gastroesophageal reflux disease.	[0 0 0 1]
What is the treatment of subacute thyroiditis?	[0 0 0 1]
What are the effects of BMAL1 deficiency?	[0 0 0 1]
Where is the protein CLIC1 localized?	[0 0 0 1]
Describe the usefulness of the SPIKE database in human signaling pathways	[0 0 0 1]
What is the Barr body?	[0 0 0 1]
What is the biological role of expansins in fungi?	[0 0 0 1]
What is known about depression in acoustic neuroma patients?	[0 0 0 1]
What is the mode of action of Hsp90 inhibitors?	[0 0 0 1]
What is HbVar?	[0 0 0 1]
Can DMSO as an additive improve proteomic analysis results?	[0 0 0 1]
"Why do we use ""N-terminal proteomics""?"	[0 0 0 1]
Describe the mechanism of action of drisapersen	[0 0 0 1]
How does ranolazine affect calcium handling in the heart	[0 0 0 1]
Which is the primary distinction between the Reverse Warburg effect and the conventional Warburg effect?	[0 0 0 1]
What is the role of per genes in circadian rhythm control?	[0 0 0 1]
What is the definition of autophagy?	[0 0 0 1]
Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?	[0 0 0 1]
What is the role of AMPK in diabetic cardiomyopathy?	[0 0 0 1]
What is the oldest human sample analysed by paleontology proteomics?	[0 0 0 1]
What is membrane scission?	[0 0 0 1]
What is the mechanism of DNA replication termination in vertebrates?	[0 0 0 1]
What is the association between moon cycle and rupture risk  of intracranial aneurysms?	[0 0 0 1]
How homoplasy affects phylogenetic reconstruction?	[0 0 0 1]
What is known about the association between the use of selective serotonin reuptake inhibitors during pregnancy and risk for autism in offspring?	[0 0 0 1]
Why are insulators necessary in gene therapy vectors?	[0 0 0 1]
What is the role of SERCA in diabetic cardiomyopathy?	[0 0 0 1]
What is the methodological principle of ChIA-PET?	[0 0 0 1]
What is the association between h-index and academic rank in academic neurosurgery?	[0 0 0 1]
What is known about the value of mindfulness interventions in prostate cancer patients?	[0 0 0 1]
What is known about prostate cancer screening in the UK ?	[0 0 0 1]
"The secreted frizzled-related protein 3 (sFPR3) is altered in human cancers.
Are its level found to increase or to decrease?"	[0 0 0 1]
Albumin depletion is a common first step for proteomic analysis of CSF fluid. What is the advantage and disadvantage of this procedure?	[0 0 0 1]
How are lincRNA affecting the regulation of gene expression?	[0 0 0 1]
What is known about thalidomide therapy and survival of glioblastoma patients?	[0 0 0 1]
Which is the definition of pyknons in DNA?	[0 0 0 1]
What is the role of deadenylases in the cell?	[0 0 0 1]
How could U1 small nuclear RNA be used in therapeutics?	[0 0 0 1]
What is the influence of patent expiry on  ACE inhibitor prescribing.	[0 0 0 1]
How effective is the dentritic cells treatment on cancer?	[0 0 0 1]
What is known about the reimbursement of Viagra	[0 0 0 1]
Why is lock mass used in Orbitrap measurements?	[0 0 0 1]
How does trimetazidine affect intracellular kinase signaling in the heart?	[0 0 0 1]
What was the aim of the COSS (Carotid Occlusion Surgery Study) clinical trial?	[0 0 0 1]
What are the clinical trial outcomes of metformin use in polycystic ovary disease?	[0 0 0 1]
What is the association between Generalized anxiety disorder and mortality risk?	[0 0 0 1]
Which treatment leads to an increase in neutrophil counts in severe congenital neutropenia?	[0 0 0 1]
What is the effect of resveratrol on mTOR activity?	[0 0 0 1]
What is the role of AMPK kinase in myocardial remodeling after myocardial infarction	[0 0 0 1]
What is the mechanism of action of solanezumab?	[0 0 0 1]
"Which phenomenon is known as the ""calcium paradox"" in the isolated perfused heart?"	[0 0 0 1]
How do Hsp70 and Hsp110 affect mRNA stability?	[0 0 0 1]
What is Prudent Diet?	[0 0 0 1]
What is the role of necroptosis in cancer therapy?	[0 0 0 1]
What is FINDbase?	[0 0 0 1]
Why does the prodrug amifostine (ethyol) create hypoxia?	[0 0 0 1]
What is considered a reliable technique for the definitive cytogenetic diagnosis of Fanconi anemia homozygosity?	[0 0 0 1]
What is the role of lysine-specific demethylase 1 (LSD1) in hematopoiesis?	[0 0 0 1]
How are induced pluripotent stem cells used in the study and treatment of cardiovascular diseases?	[0 0 0 1]
How is the sequence variability defined in antibodies?	[0 0 0 1]
What is TFBSshape?	[0 0 0 1]
What is the main characteristic of Amyotrophic Lateral Sclerosis?	[0 0 0 1]
Which is the mechanism used for synthesis of a highly functional N-truncated dystrophin isoform that attenuates dystrophinopathy?	[0 0 0 1]
What constitutes an increased risk for individuals with Fanconi anemia?	[0 0 0 1]
what is the role of IGF-1 in cardiac regeneration after myocardial infarction?	[0 0 0 1]
What is known about prostate cancer screening in the UK	[0 0 0 1]
what is the role of TGFbeta in cardiac regeneration after myocardial injury?	[0 0 0 1]
What is the function of the mammalian gene Irg1?	[0 0 0 1]
What is the systemic nickel allergy syndrome?	[0 0 0 1]
What is the role of ELMO1 gene in cell migration?	[0 0 0 1]
What is the biological role of K-48 linked protein ubiquitination?	[0 0 0 1]
What is known about Vancomycin dosing in neonates?	[0 0 0 1]
Which histone modifications have been associated to alternative splicing?	[0 0 0 1]
What is a P-body (processing body)?	[0 0 0 1]
What is the mechanism of action of decitabine?	[0 0 0 1]
"What are the main characteristics/symptoms of the ""Brugada"" syndrome"	[0 0 0 1]
How does thyroid hormone regulate mitochondrial biogenesis in the myocardium?	[0 0 0 1]
What is the genomic structure of the FAA (FANCA) gene?	[0 0 0 1]
What is Snord116?	[0 0 0 1]
Which is the genetic cause for the development of Fanconi anemia complementation group D1?	[0 0 0 1]
What are the most frequent non-canonical sequence motifs at the donor and acceptor splice sites in vertebrates?	[0 0 0 1]
Why does cranberry juice help combat urinary tract infections?	[0 0 0 1]
What is the functionality of the Triplex R/bioconductor package?	[0 0 0 1]
What is transvection?	[0 0 0 1]
What is the role of probiotics in gastrointestinal disease?	[0 0 0 1]
What species is associated with Tetrodotoxin?	[0 0 0 1]
How do HBS1L-MYB intergenic variants regulate fetal hemoglobin?	[0 0 0 1]
What is the genetic basis of propionic acidemia?	[0 0 0 1]
What is the risk in G-CSF treatment for severe congenital neutropenia?	[0 0 0 1]
Which is the treatment strategy followed in spinocerebellar ataxia type 3 for CAG removal?	[0 0 0 1]
Where is the angiogenin binding element  located?	[0 0 0 1]
Which event results in the acetylation of S6K1?	[0 0 0 1]
What is protein carbamylation?	[0 0 0 1]
What is the role of Inn1 in cytokinesis?	[0 0 0 1]
What is the definition of minimal absent words?	[0 0 0 1]
What is the common feature in congenital central hypoventilation and Mowat-Wilson syndromes?	[0 0 0 1]
What symptoms characterize the Muenke syndrome?	[0 0 0 1]
How does dabigatran therapy affect aPTT in patients with atrial fibrillation?	[0 0 0 1]
What pharmacological and non-pharmacological interventions can be considered as prophylactic therapies in Cluster Headache patients?	[0 0 0 1]
How does phospholamban affect the biological activity of the calcium ATPase SERCA?	[0 0 0 1]
What is known about the Digit Ratio (2D:4D) cancer?	[0 0 0 1]
